PSGC_BRGY,both_student_age_7_to_25,male_student_age_7_to_25,female_student_age_7_to_25,No_of_Schools,Perc_Households_Electricity_Light,Perc_Households_Kerosene_Gass_Light,Perc_Households_Drinking_Owned_Faucet,Perc_Households_Drinking_Shared_Faucet,number_of_roads,Nearest_School,Nearest_School_Distance
PH153617107,1760.0,811.0,949.0,4.0,0.9904534606205251,0.0,0.1026252983293556,0.00954653937947494,21,134957,0.0004923720758780467
PH153617109,926.0,461.0,465.0,3.0,0.985207100591716,0.0,0.8905325443786982,0.10355029585798817,6,305073,0.0055258690649699245
PH153617110,636.0,298.0,338.0,,0.9386503067484663,0.0,0.36809815950920244,0.4049079754601227,2,305073,0.006593226802768098
PH153617111,1187.0,566.0,621.0,,0.9836448598130841,0.004672897196261682,0.6191588785046729,0.3364485981308411,9,305073,0.0034069804229960995
PH153617112,1766.0,800.0,966.0,2.0,0.9984496124031008,0.0,0.9953488372093023,0.004651162790697674,1,318603,0.0007028005439774663
PH153617113,616.0,338.0,278.0,,0.9800796812749004,0.0,1.0,0.0,1,318603,0.006088729068829246
PH153617116,1150.0,512.0,638.0,1.0,0.9645390070921985,0.002364066193853428,0.47044917257683216,0.2860520094562648,0,318601,0.005631467601854864
PH153617117,986.0,450.0,536.0,,0.9056603773584906,0.008086253369272238,0.3261455525606469,0.6738544474393531,8,318601,0.0035622566299270838
PH153617118,1110.0,555.0,555.0,4.0,0.9866310160427807,0.0,0.732620320855615,0.25668449197860965,8,600121,0.0020188697888913676
PH153617119,228.0,109.0,119.0,,0.8133333333333334,0.17333333333333334,0.0,0.0,2,134960,0.006509930890695533
PH153617120,1091.0,516.0,575.0,,0.9950738916256158,0.0,0.6354679802955665,0.3620689655172414,4,318601,0.0025881653742177444
PH153617123,235.0,102.0,133.0,,0.9876543209876543,0.012345679012345678,0.9876543209876543,0.0,1,318603,0.005045702321877508
PH153617124,587.0,305.0,282.0,,0.9957805907172996,0.0,0.31223628691983124,0.6624472573839663,3,600121,0.0036616533750905064
PH153617125,1385.0,671.0,714.0,2.0,0.9953379953379954,0.0,0.08857808857808858,0.03496503496503497,0,318602,0.004620682794420222
PH153617126,785.0,403.0,382.0,,1.0,0.0,0.9176954732510288,0.037037037037037035,7,318603,0.007262465801525253
PH153617127,665.0,345.0,320.0,,0.995049504950495,0.0,0.0,0.0,0,305072,0.008848483434032254
PH153617129,542.0,264.0,278.0,,0.9859154929577465,0.0,0.1267605633802817,0.0,0,305072,0.0031354757056270373
PH153617131,1360.0,670.0,690.0,2.0,0.912621359223301,0.0048543689320388345,0.23786407766990292,0.2087378640776699,6,318604,0.0006073945748147892
PH153617133,536.0,268.0,268.0,,0.9938650306748467,0.0,0.17177914110429449,0.7423312883435583,0,318607,0.0068928333965413155
PH153617134,371.0,192.0,179.0,,0.603448275862069,0.017241379310344827,0.0603448275862069,0.1810344827586207,0,318607,0.0049712105482719315
PH153617136,597.0,269.0,328.0,,0.9801980198019802,0.0,0.16831683168316833,0.7277227722772277,0,318601,0.005781933733256727
PH153617137,205.0,96.0,109.0,,0.9107142857142857,0.0,0.05357142857142857,0.017857142857142856,0,305072,0.005390727445214775
PH153617138,1017.0,516.0,501.0,,0.9936708860759493,0.0031645569620253164,0.04746835443037975,0.9335443037974683,0,318601,0.009471696515261849
PH153617139,673.0,305.0,368.0,,1.0,0.0,0.861904761904762,0.014285714285714285,0,318601,0.006023221967548173
PH153617141,1841.0,859.0,982.0,3.0,1.0,0.0,0.02866779089376054,0.11129848229342328,8,305073,0.007734286260781595
PH153617142,1531.0,666.0,865.0,2.0,0.9451073985680191,0.016706443914081145,0.6945107398568019,0.29832935560859186,6,318601,0.0033660392982280303
PH153617143,1005.0,502.0,503.0,1.0,0.825938566552901,0.07167235494880546,0.027303754266211604,0.05802047781569966,12,318605,0.00408100799798792
PH153618001,293.0,162.0,131.0,1.0,0.9903846153846154,0.0,0.0,0.0,1,133396,0.0013232054771982942
PH153618002,187.0,96.0,91.0,,1.0,0.0,0.0,0.0,2,133368,0.006201996223393242
PH153618003,317.0,148.0,169.0,1.0,0.9908256880733946,0.009174311926605505,0.0,0.0,1,133398,0.0023430404901599775
PH153618004,217.0,119.0,98.0,,0.5833333333333334,0.0,0.0,0.0,2,133376,0.0026530767519986685
PH153618005,317.0,205.0,112.0,1.0,1.0,0.0,0.010638297872340425,0.0,1,600177,0.0040745072636607284
PH153618007,267.0,141.0,126.0,1.0,1.0,0.0,0.0,0.0,1,133397,0.0017251840717512706
PH153618008,678.0,324.0,354.0,2.0,0.9960629921259843,0.0,0.0,0.0,2,133371,0.03101320909789597
PH153618018,161.0,81.0,80.0,1.0,1.0,0.0,0.0,0.0,3,133371,0.028649040114578063
PH153618023,357.0,158.0,199.0,1.0,1.0,0.0,0.0,0.0,0,133402,0.0020928606941427136
PH153618032,147.0,64.0,83.0,1.0,1.0,0.0,0.0,0.0,2,215572,0.0024677841340917613
PH153618034,376.0,190.0,186.0,1.0,1.0,0.0,0.026845637583892617,0.0,3,133367,0.0029452847612677835
PH153618035,619.0,327.0,292.0,7.0,1.0,0.0,0.0,0.0,2,133378,0.04907219081827989
PH153618039,394.0,161.0,233.0,3.0,1.0,0.0,0.07627118644067797,0.0,3,304967,0.0013871524273254194
PH153618040,458.0,221.0,237.0,2.0,1.0,0.0,0.0,0.0,5,318131,0.0007412858767609986
PH153618041,294.0,140.0,154.0,2.0,1.0,0.0,0.0,0.0,1,133383,0.0018014331612458373
PH153618042,654.0,322.0,332.0,2.0,1.0,0.0,0.0,0.0,3,133393,0.0012954160607591984
PH153618043,288.0,122.0,166.0,1.0,1.0,0.0,0.0,0.0,1,133399,0.002081321760940072
PH153618044,313.0,161.0,152.0,1.0,1.0,0.0,0.0,0.0,1,133379,0.0014628754529523145
PH153618045,411.0,198.0,213.0,2.0,1.0,0.0,0.022556390977443608,0.0,2,133427,0.014715754976439174
PH153618047,192.0,96.0,96.0,1.0,1.0,0.0,0.0,0.0,1,600177,0.002150325443328292
PH153618052,242.0,107.0,135.0,1.0,1.0,0.0,0.019230769230769232,0.0,2,133367,0.0015648012928361201
PH153618053,290.0,128.0,162.0,2.0,0.9924812030075187,0.0,0.015037593984962405,0.0,7,318108,0.0021930507061435644
PH153618055,384.0,219.0,165.0,1.0,1.0,0.0,0.0,0.0,2,133387,0.0018972052086545185
PH153618060,323.0,158.0,165.0,2.0,0.9021739130434783,0.0,0.0,0.0,1,318125,0.000871205778619929
PH153618061,225.0,115.0,110.0,1.0,0.9866666666666667,0.0,0.0,0.0,1,215550,0.0014433740035099396
PH153618062,227.0,112.0,115.0,1.0,1.0,0.0,0.0,0.0,1,133403,0.00045898146965311166
PH153618069,980.0,497.0,483.0,5.0,1.0,0.0,0.0,0.006802721088435374,2,215570,0.0028316327678736355
PH153618077,247.0,116.0,131.0,,1.0,0.0,0.0,0.0,0,133396,0.003515477509128714
PH153618082,411.0,226.0,185.0,1.0,0.990990990990991,0.009009009009009009,0.036036036036036036,0.0,1,133368,0.005225083169392685
PH153618083,321.0,152.0,169.0,1.0,1.0,0.0,0.0,0.0,2,215550,0.0011624973198645528
PH153618085,288.0,142.0,146.0,1.0,1.0,0.0,0.0,0.0,1,133400,0.0013337081900009087
PH153618088,316.0,155.0,161.0,1.0,1.0,0.0,0.0,0.00847457627118644,1,133381,0.0024004014169291695
PH153618089,839.0,417.0,422.0,3.0,0.9921568627450981,0.00784313725490196,0.011764705882352941,0.0,9,318103,0.0009899594820278724
PH153618090,253.0,108.0,145.0,,1.0,0.0,0.0,0.0,1,133401,0.0018692266299235145
PH153618091,257.0,125.0,132.0,,0.9537037037037037,0.018518518518518517,0.0,0.0,2,133372,0.003941009214257594
PH153619002,240.0,110.0,130.0,,1.0,0.0,0.0,0.0,2,318128,0.0019573572949105732
PH153619005,322.0,182.0,140.0,,0.5903614457831325,0.0,0.3493975903614458,0.5421686746987951,1,133411,0.003168729350105063
PH153619006,315.0,167.0,148.0,2.0,1.0,0.0,0.0,0.0,1,318134,0.0037731013885951114
PH153619007,364.0,198.0,166.0,1.0,0.9913793103448276,0.0,0.1896551724137931,0.8017241379310345,4,133407,0.0026996440549425407
PH153619008,226.0,114.0,112.0,1.0,1.0,0.0,0.0,0.0,4,133413,0.0014505225867384567
PH153619010,249.0,112.0,137.0,,1.0,0.0,0.0,0.0,3,318128,0.0034453056669828774
PH153619011,348.0,168.0,180.0,,0.9918032786885246,0.0,0.0,0.0,3,133413,0.0015532902024942724
PH153619013,170.0,97.0,73.0,,0.9666666666666667,0.0,0.0,0.0,4,304971,0.0042192028942850965
PH153619014,228.0,111.0,117.0,,1.0,0.0,0.04819277108433735,0.0,1,133409,0.003626266169866567
PH153619015,408.0,213.0,195.0,2.0,0.976,0.0,0.048,0.728,3,304971,0.0004630669277911746
PH153619016,296.0,156.0,140.0,,1.0,0.0,0.4578313253012048,0.012048192771084338,3,133409,0.011792553072811584
PH153619018,262.0,123.0,139.0,,1.0,0.0,0.06896551724137931,0.0,1,133415,0.004731675441851796
PH153619019,245.0,108.0,137.0,,1.0,0.0,0.9390243902439024,0.0,2,133409,0.004702921031815522
PH153619022,243.0,122.0,121.0,1.0,1.0,0.0,0.08045977011494253,0.3448275862068966,2,133409,0.004530923844675105
PH153619024,303.0,159.0,144.0,,1.0,0.0,0.03260869565217391,0.0,3,133409,0.004685539001449831
PH153619026,167.0,87.0,80.0,,1.0,0.0,0.38181818181818183,0.0,2,133409,0.006028086927793018
PH153619027,234.0,116.0,118.0,,1.0,0.0,0.0,0.010309278350515464,5,318128,0.0020528155910518975
PH153619028,227.0,118.0,109.0,,0.9850746268656716,0.0,0.13432835820895522,0.7313432835820896,0,133407,0.0040030952982330345
PH153619030,392.0,183.0,209.0,1.0,1.0,0.0,0.0,0.0,2,133414,0.0002572532063466414
PH153619033,186.0,94.0,92.0,,1.0,0.0,0.0,0.0,2,133412,0.0032036731801633974
PH153619034,261.0,125.0,136.0,1.0,1.0,0.0,0.0,0.0,2,133410,0.001457966625926905
PH153619035,180.0,84.0,96.0,,1.0,0.0,0.0,0.0,0,304971,0.008856403144454886
PH153619037,233.0,120.0,113.0,,1.0,0.0,0.012658227848101266,0.0,1,133409,0.010522819823610153
PH153619038,236.0,106.0,130.0,,1.0,0.0,0.012048192771084338,0.3493975903614458,3,133407,0.0012145848376003698
PH153619039,271.0,133.0,138.0,,1.0,0.0,0.09195402298850575,0.0,1,133412,0.0025478930555608687
PH153619043,330.0,179.0,151.0,,1.0,0.0,0.011764705882352941,0.0,1,133413,0.0049899223849631
PH153620001,388.0,191.0,197.0,1.0,0.019801980198019802,0.06930693069306931,0.009900990099009901,0.0,1,133789,0.0078933708007479
PH153620005,357.0,176.0,181.0,1.0,0.0,0.963302752293578,0.0,0.009174311926605505,2,133790,0.007718595514859836
PH153620006,270.0,142.0,128.0,,0.0,0.0,0.018018018018018018,0.0,0,133795,0.01087935226837584
PH153620011,183.0,80.0,103.0,,0.0,0.0,0.0,0.0,2,133789,0.006646594643947128
PH153620015,237.0,108.0,129.0,,0.0,0.10666666666666667,0.0,0.0,1,133795,0.0148244930527991
PH153620019,386.0,202.0,184.0,,0.0,0.0,0.0,0.0,0,318239,0.017424842542818675
PH153620020,206.0,100.0,106.0,,0.0,0.0,0.0,0.0,0,133795,0.005425684325154062
PH153620029,206.0,95.0,111.0,,0.14492753623188406,0.11594202898550725,0.0,0.0,0,133795,0.007418712341833829
PH153620030,305.0,138.0,167.0,,0.0,0.0,0.011235955056179775,0.0,0,133792,0.0029986873051711855
PH153620034,831.0,392.0,439.0,1.0,0.013215859030837005,0.0,0.02643171806167401,0.0,4,318208,0.011587138351370143
PH153620035,423.0,218.0,205.0,1.0,0.0,0.0,0.006993006993006993,0.0,1,133799,0.006888041284160469
PH153620037,233.0,144.0,89.0,,0.010101010101010102,0.04040404040404041,0.0,0.0,0,216047,0.00939696009692929
PH153620041,449.0,234.0,215.0,1.0,0.01639344262295082,0.0,0.00819672131147541,0.06557377049180328,1,133801,0.004778754973310873
PH153620042,342.0,173.0,169.0,2.0,0.034482758620689655,0.0,0.0,0.034482758620689655,1,324726,0.0015646870724999311
PH153620045,271.0,132.0,139.0,,0.0,0.20224719101123595,0.0,0.0,0,133847,0.017648400972172167
PH153620046,278.0,141.0,137.0,,0.011764705882352941,0.9529411764705882,0.047058823529411764,0.9294117647058824,0,216002,0.006127696551274897
PH153620054,302.0,146.0,156.0,3.0,0.0,0.0,0.0,0.9390243902439024,3,133797,0.0022086556977598737
PH153620057,322.0,164.0,158.0,,0.021505376344086023,0.22580645161290322,0.0,0.0,0,133774,0.027005702188482472
PH153621001,210.0,115.0,95.0,1.0,1.0,0.0,0.0,0.5666666666666667,1,133428,0.00034932021532374063
PH153621002,239.0,121.0,118.0,,0.025,0.875,0.0,0.0,0,133444,0.02177668879913216
PH153621003,229.0,103.0,126.0,1.0,1.0,0.0,0.0,0.9629629629629629,2,254502,0.006266840528732945
PH153621004,268.0,132.0,136.0,,1.0,0.0,0.01,0.0,0,254503,0.003985387367497679
PH153621005,326.0,160.0,166.0,,1.0,0.0,0.0,0.0,3,133429,0.008357636614929468
PH153621006,351.0,193.0,158.0,2.0,1.0,0.0,0.0,0.0,3,133430,0.0012578330604181807
PH153621007,286.0,141.0,145.0,1.0,1.0,0.0,0.0,0.0,2,215522,0.004539490254031336
PH153621008,219.0,122.0,97.0,,1.0,0.0,0.0,0.0,0,133434,0.0055230220644663175
PH153621009,547.0,269.0,278.0,,0.990990990990991,0.0045045045045045045,0.018018018018018018,0.0,4,133431,0.0024455222016926148
PH153621010,150.0,68.0,82.0,1.0,0.96875,0.0,0.0,0.03125,1,215548,0.0015904196703708752
PH153621011,305.0,174.0,131.0,1.0,1.0,0.0,0.00819672131147541,0.23770491803278687,2,254514,0.011037163499749925
PH153621012,186.0,103.0,83.0,,1.0,0.0,0.0,0.0,1,133440,0.005761836095590792
PH153621013,315.0,153.0,162.0,,0.956140350877193,0.0,0.008771929824561403,0.07017543859649122,1,133433,0.0027053724126018773
PH153621014,395.0,206.0,189.0,1.0,0.04,0.02,0.0,0.0,0,254506,0.023219616413197898
PH153621015,468.0,231.0,237.0,,0.0,0.11392405063291139,0.0,0.0,0,254506,0.029363901222282322
PH153621017,174.0,96.0,78.0,,0.9166666666666666,0.013888888888888888,0.0,0.0,0,133434,0.0053658023507223785
PH153621018,238.0,115.0,123.0,1.0,0.967741935483871,0.008064516129032258,0.04838709677419355,0.0,1,254502,0.007574701018775006
PH153621020,314.0,167.0,147.0,1.0,0.9912280701754386,0.0,0.0,0.0,8,133435,0.0071569344754549595
PH153621021,270.0,136.0,134.0,1.0,1.0,0.0,0.1782178217821782,0.49504950495049505,3,215523,0.005861440083779696
PH153621022,612.0,304.0,308.0,1.0,0.06741573033707865,0.011235955056179775,0.0056179775280898875,0.0,0,133444,0.007196257588896232
PH153621023,304.0,152.0,152.0,,0.9875,0.0,0.0125,0.025,0,133437,0.004712152048261277
PH153621024,309.0,138.0,171.0,,1.0,0.0,0.0,0.0,0,133438,0.00300508037676292
PH153621025,226.0,112.0,114.0,,1.0,0.0,0.011235955056179775,0.9775280898876404,4,133445,0.0067611472269210465
PH153621026,359.0,175.0,184.0,,1.0,0.0,0.0,0.0,1,133439,0.00256359696452075
PH153621028,301.0,175.0,126.0,,0.9903846153846154,0.0,0.0,0.0,5,133436,0.004887119418642359
PH153621029,260.0,118.0,142.0,,0.9910714285714286,0.0,0.0,0.0,10,133441,0.006158924374172945
PH153621030,246.0,108.0,138.0,1.0,1.0,0.0,0.9375,0.0,1,304973,0.0005994339526541214
PH153621031,253.0,117.0,136.0,1.0,0.9857142857142858,0.0,0.0,0.0,1,304973,0.004088464454401805
PH153621032,219.0,120.0,99.0,1.0,0.9882352941176471,0.0,0.0,0.0,1,133443,0.0008434023533112769
PH153621033,340.0,162.0,178.0,1.0,0.007575757575757576,0.0,0.0,0.0,0,254508,0.006328965421107867
PH153621034,381.0,171.0,210.0,,0.9927007299270073,0.0072992700729927005,0.06569343065693431,0.9343065693430657,6,304955,0.007384684784769744
PH153621035,265.0,128.0,137.0,1.0,1.0,0.0,0.0,0.008264462809917356,5,254504,0.009548904269653965
PH153621036,363.0,194.0,169.0,1.0,0.53125,0.2734375,0.0,0.0,0,254508,0.011778729400029931
PH153621037,318.0,154.0,164.0,1.0,1.0,0.0,0.0,0.0,5,133446,0.0030766759941111424
PH153621038,590.0,272.0,318.0,1.0,0.1902439024390244,0.0,0.0,0.0,3,254503,0.0057332022781584335
PH153621039,282.0,139.0,143.0,,1.0,0.0,0.020833333333333332,0.0,0,133442,0.002121566064433211
PH153621040,207.0,103.0,104.0,,0.9863013698630136,0.0,0.0,0.0821917808219178,1,133433,0.004552908154391283
PH153622001,232.0,126.0,106.0,,0.9375,0.0625,0.03571428571428571,0.0,0,133425,0.014313643186987596
PH153622002,128.0,65.0,63.0,,1.0,0.0,0.0,0.7375,1,215535,0.0015892006413533485
PH153622004,580.0,284.0,296.0,,1.0,0.0,0.00975609756097561,0.5219512195121951,4,133416,0.0005931110976604237
PH153622006,437.0,193.0,244.0,1.0,1.0,0.0,0.0,0.0,3,133417,0.00025258919838290554
PH153622007,262.0,118.0,144.0,,1.0,0.0,0.0,0.0,1,133427,0.023716603949993083
PH153622008,190.0,105.0,85.0,,0.8421052631578947,0.15789473684210525,0.956140350877193,0.017543859649122806,1,133392,0.004772837524984365
PH153622011,406.0,218.0,188.0,,1.0,0.0,0.0,0.0,3,215536,0.0009523971961603987
PH153622012,256.0,116.0,140.0,,1.0,0.0,0.0,0.0,1,133476,0.0032717384892409092
PH153622013,228.0,96.0,132.0,,1.0,0.0,0.043478260869565216,0.5543478260869565,1,133427,0.005560494828896272
PH153622014,402.0,187.0,215.0,,1.0,0.0,0.014814814814814815,0.0,1,215527,0.0003513200886454868
PH153622015,240.0,99.0,141.0,,1.0,0.0,0.0,0.0125,1,133476,0.0013634318838896373
PH153622018,291.0,140.0,151.0,,1.0,0.0,0.0,0.0,0,304974,0.00416695332646156
PH153622019,459.0,220.0,239.0,,1.0,0.0,0.0,0.0,0,133421,0.0032899183545381763
PH153622020,961.0,449.0,512.0,3.0,0.9857954545454546,0.005681818181818182,0.011363636363636364,0.008522727272727272,5,215567,0.0011677803698126891
PH153622024,462.0,247.0,215.0,,1.0,0.0,0.1144578313253012,0.0,1,215528,0.0009371884679530524
PH153622026,257.0,124.0,133.0,,1.0,0.0,0.0,0.0,2,133423,0.0013860863676784466
PH153622027,308.0,143.0,165.0,,1.0,0.0,0.03636363636363636,0.0,1,318111,0.004388366709604009
PH153622030,503.0,238.0,265.0,,0.9872611464968153,0.012738853503184714,0.025477707006369428,0.006369426751592357,1,215530,0.0004544269833060796
PH153622034,295.0,128.0,167.0,,1.0,0.0,0.0,0.0,1,215530,0.010017956483610013
PH153622035,348.0,171.0,177.0,,1.0,0.0,0.06474820143884892,0.0,2,133424,0.0003160022023383146
PH153622036,906.0,431.0,475.0,,0.8046875,0.14583333333333334,0.020833333333333332,0.7161458333333334,1,133425,0.007226613924096919
PH153622037,263.0,119.0,144.0,1.0,1.0,0.0,0.0,0.0,0,133419,0.0009934747807664314
PH153622041,311.0,163.0,148.0,1.0,1.0,0.0,0.0070921985815602835,0.0,1,133425,0.017330527548676516
PH153622042,248.0,112.0,136.0,1.0,0.9901960784313726,0.0,0.0,0.0,4,133426,0.0012856719622521794
PH153622043,161.0,64.0,97.0,,1.0,0.0,0.021739130434782608,0.0,1,133422,0.0020915485450593344
PH153623001,118.0,53.0,65.0,,0.0,0.0,0.0,0.0,5,133803,0.008812642297851435
PH153623002,249.0,118.0,131.0,1.0,0.0,0.15,0.0,0.0,0,133808,0.003254930938527431
PH153623003,217.0,99.0,118.0,1.0,0.0,0.0,0.0,0.07228915662650602,1,133810,0.0021098684488876497
PH153623005,236.0,130.0,106.0,,0.0,0.0,0.0,0.0,7,216043,0.008440046059949361
PH153623006,189.0,91.0,98.0,1.0,0.0,0.0,0.2823529411764706,0.4823529411764706,3,318229,0.004521081841422034
PH153623008,189.0,84.0,105.0,,0.0,0.0,0.0,0.0,1,216076,0.003744377978520469
PH153623012,358.0,188.0,170.0,2.0,0.0,0.019736842105263157,0.0,0.0,0,133810,0.0033989881790056696
PH153623013,452.0,207.0,245.0,2.0,0.0058823529411764705,0.3235294117647059,0.0,0.0,0,318224,0.01821018056845663
PH153623014,201.0,105.0,96.0,1.0,0.0,0.0,0.0,0.0,2,133804,0.0027650885561357704
PH153623015,221.0,106.0,115.0,,0.0,0.03225806451612903,0.0,0.0,1,133813,0.001702031579253015
PH153623018,346.0,130.0,216.0,,0.006369426751592357,0.21656050955414013,0.012738853503184714,0.8471337579617835,6,133805,0.0013658907662452075
PH153623022,247.0,134.0,113.0,,0.0,0.24770642201834864,0.0,0.0,1,133815,0.010109199579097537
PH153623023,177.0,78.0,99.0,,0.0,0.0,0.0,0.0,2,216043,0.0022632901806540952
PH153623024,208.0,100.0,108.0,1.0,0.0,0.013888888888888888,0.0,0.3055555555555556,2,133806,0.001484908347228243
PH153623025,163.0,80.0,83.0,,0.0,0.03508771929824561,0.0,0.0,3,216075,0.005360405248285299
PH153623026,235.0,108.0,127.0,1.0,0.0,0.0,0.0,0.0,1,318211,0.011675550521521064
PH153623030,231.0,118.0,113.0,1.0,0.0,0.22448979591836735,0.01020408163265306,0.0,3,133815,0.017165851262053444
PH153623031,122.0,59.0,63.0,,0.0,0.0273972602739726,0.0,0.0,3,216075,0.0014151632245014846
PH153623033,427.0,229.0,198.0,2.0,0.006369426751592357,0.0,0.0,0.9872611464968153,4,304994,0.003471081446547553
PH153623034,155.0,73.0,82.0,,0.014705882352941176,0.0,0.0,0.0,2,133809,0.004456719618081961
PH153623035,199.0,92.0,107.0,,0.0,0.012345679012345678,0.0,0.012345679012345678,4,133812,0.004156732547704651
PH153623036,216.0,100.0,116.0,,0.0,0.0,0.018518518518518517,0.018518518518518517,3,133817,0.0015935841554875344
PH153623037,326.0,161.0,165.0,3.0,0.007936507936507936,0.1984126984126984,0.0,0.0,1,133814,0.01128057760525522
PH153624001,308.0,174.0,134.0,,0.6761904761904762,0.009523809523809525,0.009523809523809525,0.009523809523809525,4,133244,0.0027792731114163124
PH153624006,362.0,187.0,175.0,1.0,1.0,0.0,0.14285714285714285,0.7293233082706767,3,133269,0.014708673199285082
PH153624009,219.0,108.0,111.0,1.0,1.0,0.0,0.0,0.0,1,133246,0.005381665260281517
PH153624012,338.0,175.0,163.0,1.0,1.0,0.0,0.008547008547008548,0.0,4,133279,0.0018208407308478677
PH153624013,197.0,95.0,102.0,,1.0,0.0,0.0,0.0,3,133279,0.002452626057166048
PH153624014,262.0,133.0,129.0,,1.0,0.0,0.0,0.0,1,215538,0.0026901057352198363
